1748799723.159909  2469 execve(0xffffdd66c0f0, 0xaaaafdd703f0, 0xffffdd66cac0, 0xffffdd66c0f0, 0xaaaafdd704c8, 0xffffdd66c10d)
1748799723.205648  2469 rt_sigaction(0x26, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205670  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205693  2469 rt_sigaction(0x27, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205717  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205739  2469 rt_sigaction(0x28, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205763  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205794  2469 rt_sigaction(0x29, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205822  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205845  2469 rt_sigaction(0x2a, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205881  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205906  2469 rt_sigaction(0x2b, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205928  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205951  2469 rt_sigaction(0x2c, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205973  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.205996  2469 rt_sigaction(0x2d, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206018  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206048  2469 rt_sigaction(0x2e, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206082  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206105  2469 rt_sigaction(0x2f, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206128  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206150  2469 rt_sigaction(0x30, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206173  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206195  2469 rt_sigaction(0x31, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206217  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206240  2469 rt_sigaction(0x32, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206262  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206285  2469 rt_sigaction(0x33, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206307  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206330  2469 rt_sigaction(0x34, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206352  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206375  2469 rt_sigaction(0x35, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206397  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206422  2469 rt_sigaction(0x36, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206445  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206468  2469 rt_sigaction(0x37, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206490  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206515  2469 rt_sigaction(0x38, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206529  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206552  2469 rt_sigaction(0x39, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206574  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206598  2469 rt_sigaction(0x3a, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206620  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206643  2469 rt_sigaction(0x3b, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206665  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206687  2469 rt_sigaction(0x3c, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206710  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206733  2469 rt_sigaction(0x3d, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206755  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206778  2469 rt_sigaction(0x3e, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206800  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206822  2469 rt_sigaction(0x3f, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206844  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206867  2469 rt_sigaction(0x40, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206889  2469 rt_sigaction(0x0, 0x0, 0xffffe13492b0, 0x8, 0xffffe1349368, 0x90)
1748799723.206912  2469 rt_sigaction(0x2, 0xffffe1349178, 0xffffe1349210, 0x8, 0xffffe13492d0, 0x0)
1748799723.206934  2469 rt_sigaction(0x0, 0xffffe1349178, 0xffffe1349210, 0x8, 0xffffe13492d0, 0x0)
1748799723.207002  2469 fstat(0x0, 0xffffe134a9d0, 0xffffe134a9d0, 0x0, 0x2e, 0x2d)
1748799723.207027  2469 fstat(0x0, 0xffffe134a9d0, 0xffffe134a9d0, 0x0, 0x2e, 0x2d)
1748799723.207064  2469 fstatat(0xffffffffffffff9c, 0xffffa5343250, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.207090  2469 fstatat(0x0, 0xffffa5343250, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.207122  2469 fstatat(0xffffffffffffff9c, 0xffffa5341b90, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.207156  2469 fstatat(0x0, 0xffffa5341b90, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.207199  2469 fstatat(0xffffffffffffff9c, 0xffffa5341be0, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.207222  2469 fstatat(0x0, 0xffffa5341be0, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.207250  2469 openat(0xffffffffffffff9c, 0xffffa5326a70, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.207282  2469 openat(0x3, 0xffffa5326a70, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.207305  2469 fstat(0x3, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.207344  2469 fstat(0x0, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.207377  2469 ioctl(0x3, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.207400  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.207428  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.207450  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.207476  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.207499  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.207521  2469 fstat(0x3, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.207545  2469 fstat(0x0, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.207568  2469 read(0x3, 0x21219870, 0x766, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.207858  2469 read(0x765, 0x21219870, 0x766, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.207882  2469 read(0x3, 0x21219fd5, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.207904  2469 read(0x0, 0x21219fd5, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.207930  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.207954  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.208110  2469 fstatat(0xffffffffffffff9c, 0xffffa53432d0, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.208147  2469 fstatat(0x0, 0xffffa53432d0, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.208180  2469 fstatat(0xffffffffffffff9c, 0xffffa53432d0, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.208215  2469 fstatat(0x0, 0xffffa53432d0, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.208262  2469 fstatat(0xffffffffffffff9c, 0xffffa5343310, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.208286  2469 fstatat(0x0, 0xffffa5343310, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.208314  2469 openat(0xffffffffffffff9c, 0xffffa5326ad0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.208415  2469 openat(0x3, 0xffffa5326ad0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.208451  2469 fstat(0x3, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.208481  2469 fstat(0x0, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.208506  2469 ioctl(0x3, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.208535  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.208565  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.208589  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.208615  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.208637  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.208659  2469 fstat(0x3, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.208683  2469 fstat(0x0, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.208709  2469 read(0x3, 0x2121ae90, 0xd4f, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.208971  2469 read(0xd4e, 0x2121ae90, 0xd4f, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.208994  2469 read(0x3, 0x2121bbde, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209016  2469 read(0x0, 0x2121bbde, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209041  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.209064  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.209128  2469 fstatat(0xffffffffffffff9c, 0xffffa5347050, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.209164  2469 fstatat(0x0, 0xffffa5347050, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.209201  2469 fstatat(0xffffffffffffff9c, 0xffffa5347050, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.209236  2469 fstatat(0x0, 0xffffa5347050, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.209283  2469 fstatat(0xffffffffffffff9c, 0xffffa5343fd0, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.209307  2469 fstatat(0x0, 0xffffa5343fd0, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.209336  2469 openat(0xffffffffffffff9c, 0xffffa5326b30, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.209371  2469 openat(0x3, 0xffffa5326b30, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.209394  2469 fstat(0x3, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.209417  2469 fstat(0x0, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.209454  2469 ioctl(0x3, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.209476  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.209500  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.209523  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.209546  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.209569  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.209591  2469 fstat(0x3, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.209613  2469 fstat(0x0, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.209638  2469 read(0x3, 0x2121b490, 0x14d9, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209899  2469 read(0x14d8, 0x2121b490, 0x14d9, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209923  2469 read(0x3, 0x2121c968, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209946  2469 read(0x0, 0x2121c968, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.209971  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.209995  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.210321  2469 dup(0x0, 0xffffa5346040, 0x0, 0x0, 0x6cf278, 0x211bf1f0)
1748799723.210355  2469 dup(0x3, 0xffffa5346040, 0x0, 0x0, 0x6cf278, 0x211bf1f0)
1748799723.210379  2469 close(0x3, 0xffffa5778010, 0x0, 0x0, 0x6cf278, 0x211bf1f0)
1748799723.210402  2469 close(0x0, 0xffffa5778010, 0x0, 0x0, 0x6cf278, 0x211bf1f0)
1748799723.210428  2469 fstat(0x0, 0xffffe134a240, 0xffffe134a240, 0x0, 0x211c004c, 0x0)
1748799723.210464  2469 fstat(0x0, 0xffffe134a240, 0xffffe134a240, 0x0, 0x211c004c, 0x0)
1748799723.210489  2469 ioctl(0x0, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.210517  2469 ioctl(0x0, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.210543  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.210575  2469 lseek(0xffffffffffffffe3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.210617  2469 ioctl(0x0, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.210640  2469 ioctl(0x0, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.210678  2469 dup(0x1, 0xffffa5346040, 0x1, 0x1, 0x6cf290, 0x211bf1f0)
1748799723.210701  2469 dup(0x3, 0xffffa5346040, 0x1, 0x1, 0x6cf290, 0x211bf1f0)
1748799723.210723  2469 close(0x3, 0xffffa5778010, 0x1, 0x1, 0x6cf290, 0x211bf1f0)
1748799723.210745  2469 close(0x0, 0xffffa5778010, 0x1, 0x1, 0x6cf290, 0x211bf1f0)
1748799723.210768  2469 fstat(0x1, 0xffffe134a240, 0xffffe134a240, 0x1, 0x211c004c, 0x0)
1748799723.210791  2469 fstat(0x0, 0xffffe134a240, 0xffffe134a240, 0x1, 0x211c004c, 0x0)
1748799723.210814  2469 ioctl(0x1, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.210836  2469 ioctl(0x0, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.210860  2469 lseek(0x1, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.210882  2469 lseek(0xffffffffffffffe3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.210907  2469 ioctl(0x1, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.210930  2469 ioctl(0x0, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.210959  2469 dup(0x2, 0xffffa5346040, 0x2, 0x1, 0x6cf2b0, 0x211bf1f0)
1748799723.210981  2469 dup(0x3, 0xffffa5346040, 0x2, 0x1, 0x6cf2b0, 0x211bf1f0)
1748799723.211003  2469 close(0x3, 0xffffa5778010, 0x2, 0x1, 0x6cf2b0, 0x211bf1f0)
1748799723.211026  2469 close(0x0, 0xffffa5778010, 0x2, 0x1, 0x6cf2b0, 0x211bf1f0)
1748799723.211049  2469 fstat(0x2, 0xffffe134a240, 0xffffe134a240, 0x2, 0x211c004c, 0x0)
1748799723.211071  2469 fstat(0x0, 0xffffe134a240, 0xffffe134a240, 0x2, 0x211c004c, 0x0)
1748799723.211094  2469 ioctl(0x2, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.211119  2469 ioctl(0x0, 0x5401, 0xffffe134a360, 0xffffe134a3a8, 0x8d1d90, 0x0)
1748799723.211143  2469 lseek(0x2, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211165  2469 lseek(0xffffffffffffffe3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211189  2469 ioctl(0x2, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.211211  2469 ioctl(0x0, 0x5401, 0xffffe134a6b0, 0xffffe134a6f8, 0x8d1d90, 0x0)
1748799723.211262  2469 fstatat(0xffffffffffffff9c, 0xffffa534aad0, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.211286  2469 fstatat(0x0, 0xffffa534aad0, 0xffffe1348f20, 0x0, 0x915b40, 0x17f)
1748799723.211316  2469 fstatat(0xffffffffffffff9c, 0xffffa534aad0, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.211385  2469 fstatat(0x0, 0xffffa534aad0, 0xffffe1348ae0, 0x0, 0x915b40, 0x17f)
1748799723.211433  2469 fstatat(0xffffffffffffff9c, 0xffffa534ac10, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.211465  2469 fstatat(0x0, 0xffffa534ac10, 0xffffe1349360, 0x0, 0x915b40, 0x17f)
1748799723.211492  2469 openat(0xffffffffffffff9c, 0xffffa5326ad0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.211531  2469 openat(0x3, 0xffffa5326ad0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.211567  2469 fstat(0x3, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.211591  2469 fstat(0x0, 0xffffe1348fd0, 0xffffe1348fd0, 0x3, 0x211c004c, 0x0)
1748799723.211615  2469 ioctl(0x3, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.211646  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe13490f0, 0xffffe1349138, 0x8d1d90, 0x0)
1748799723.211674  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211696  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211720  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211743  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.211765  2469 fstat(0x3, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.211787  2469 fstat(0x0, 0xffffe13494a0, 0xffffe13494a0, 0x3, 0x211c004c, 0x0)
1748799723.211812  2469 read(0x3, 0x21220f00, 0x4395, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.212078  2469 read(0x4394, 0x21220f00, 0x4395, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.212101  2469 read(0x3, 0x21225294, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.212124  2469 read(0x0, 0x21225294, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.212149  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.212172  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.212275  2469 fstatat(0xffffffffffffff9c, 0xffffa5358390, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.212299  2469 fstatat(0x0, 0xffffa5358390, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.212331  2469 fstatat(0xffffffffffffff9c, 0xffffa5358390, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.212356  2469 fstatat(0x0, 0xffffa5358390, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.212395  2469 fstatat(0xffffffffffffff9c, 0xffffa53584d0, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.212418  2469 fstatat(0x0, 0xffffa53584d0, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.212449  2469 openat(0xffffffffffffff9c, 0xffffa53553b0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.212483  2469 openat(0x3, 0xffffa53553b0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.212506  2469 fstat(0x3, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.212529  2469 fstat(0x0, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.212552  2469 ioctl(0x3, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.212574  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.212598  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.212620  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.212653  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.212676  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.212699  2469 fstat(0x3, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.212721  2469 fstat(0x0, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.212747  2469 brk(0x2124a000, 0x2124a000, 0x8bcf, 0x7bd, 0x4, 0x3)
1748799723.212775  2469 brk(0x2124a000, 0x2124a000, 0x8bcf, 0x7bd, 0x4, 0x3)
1748799723.212799  2469 read(0x3, 0x21221f10, 0x7b9d, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.213117  2469 read(0x7b9c, 0x21221f10, 0x7b9d, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.213141  2469 read(0x3, 0x21229aac, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.213164  2469 read(0x0, 0x21229aac, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.213188  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.213211  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.213275  2469 mmap(0x0, 0x40000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.213304  2469 mmap(0xffffa52dd000, 0x40000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.213403  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7810, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.213426  2469 fstatat(0x0, 0xffffa52e7810, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.213457  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7810, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.213489  2469 fstatat(0x0, 0xffffa52e7810, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.213532  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7950, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.213572  2469 fstatat(0x0, 0xffffa52e7950, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.213605  2469 openat(0xffffffffffffff9c, 0xffffa52ea050, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.213661  2469 openat(0x3, 0xffffa52ea050, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.213686  2469 fstat(0x3, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.213709  2469 fstat(0x0, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.213734  2469 ioctl(0x3, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.213756  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.213781  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.213803  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.213827  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.213849  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.213872  2469 fstat(0x3, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
1748799723.213894  2469 fstat(0x0, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
